,L2_strength,Train_Loss,Train_Reg_Loss,Test_Loss,Test_Accuracy,Class_0_Accuracy,Class_1_Accuracy,Class_2_Accuracy,Class_3_Accuracy,Class_4_Accuracy,Class_5_Accuracy,Class_6_Accuracy,Class_7_Accuracy,Class_8_Accuracy,Class_9_Accuracy,r0
135,0.027,0.926228068,2.504113798,0.892938969,77.97,95.102040816,98.325991189,81.976744186,79.900990099,86.456211813,53.251121076,93.736951983,76.361867704,70.431211499,39.940535183,7.563513278961182
136,0.0272,0.931965973,2.464891895,0.91409726,79.28,97.755102041,97.004405286,77.228682171,89.207920792,76.680244399,25.112107623,90.292275574,85.992217899,76.386036961,69.474727453,7.593360900878906
137,0.0274,0.933982288,2.503049647,0.907054192,77.36,91.428571429,98.678414097,81.298449612,75.346534653,81.059063136,27.914798206,91.440501044,74.902723735,74.53798768,69.672943508,7.5470476150512695
138,0.0276,0.936495261,2.50674442,0.918443947,76.25,94.591836735,98.502202643,79.457364341,80.198019802,91.853360489,43.834080717,93.63256785,87.159533074,61.909650924,25.867195243,7.532243251800537
139,0.0278,0.941808417,2.507301643,0.919179277,77.61,93.775510204,98.325991189,74.127906977,77.920792079,91.446028513,44.058295964,91.544885177,80.642023346,72.27926078,46.878097126,7.52451753616333
140,0.028,0.945123767,2.510068209,0.918324837,79.47,98.163265306,97.885462555,83.333333333,84.455445545,82.99389002,45.179372197,83.298538622,77.918287938,73.613963039,62.140733399,7.478679656982422
141,0.0282,0.946614302,2.525552573,0.924867292,76.13,95.612244898,98.59030837,80.523255814,86.237623762,83.808553971,23.430493274,87.369519833,85.505836576,69.09650924,43.012884044,7.460700035095215
142,0.0284,0.952635806,2.525604535,0.925312503,78.04,96.836734694,98.414096916,80.23255814,80.495049505,87.576374745,31.390134529,85.490605428,83.073929961,72.073921971,57.680872151,7.503530502319336
143,0.0286,0.955177179,2.552240241,0.922920216,77.97,95.306122449,97.533039648,82.073643411,78.415841584,90.224032587,46.860986547,91.33611691,83.26848249,69.815195072,39.841427156,7.40848445892334
144,0.0288,0.958763623,2.544837622,0.952710656,77.6,98.367346939,95.859030837,76.356589147,86.930693069,86.456211813,61.771300448,88.413361169,90.369649805,50.205338809,37.363726462,7.413127422332764
145,0.029,0.961876587,2.544163311,0.94664559,78.6,98.469387755,97.004405286,80.910852713,80.396039604,72.301425662,50.896860987,89.770354906,85.214007782,54.928131417,70.564915758,7.378880023956299
146,0.0292,0.966519095,2.570480673,0.948017994,77.16,96.530612245,98.678414097,85.368217054,69.603960396,88.391038697,44.170403587,89.039665971,88.326848249,52.566735113,52.626362735,7.393930435180664
147,0.0294,0.971708792,2.571320282,0.937571139,78.0,97.142857143,98.325991189,81.298449612,86.831683168,83.604887984,21.30044843,89.770354906,82.587548638,74.024640657,56.987115956,7.352410316467285
148,0.0296,0.972592239,2.581765689,0.939776547,79.98,93.265306122,98.149779736,81.589147287,79.900990099,88.594704684,57.286995516,91.858037578,83.754863813,67.659137577,53.518334985,7.358222961425781
149,0.0298,0.979878965,2.592824995,0.963182668,78.2,98.469387755,95.77092511,83.430232558,70.594059406,73.625254582,34.753363229,91.544885177,83.26848249,74.640657084,69.474727453,7.304362773895264
150,0.03,0.980902453,2.601661883,0.954860625,77.12,94.795918367,98.325991189,87.790697674,86.336633663,78.00407332,37.107623318,89.87473904,80.252918288,56.776180698,54.806739346,7.369776725769043
151,0.0302,0.984744203,2.608175419,0.954995762,78.42,98.06122449,98.502202643,86.337209302,76.732673267,75.66191446,51.68161435,87.995824635,83.852140078,48.562628337,70.862239841,7.303264141082764
152,0.0304,0.989272045,2.589254229,0.970321424,79.17,93.367346939,98.237885463,79.651162791,81.287128713,85.539714868,57.174887892,92.171189979,79.86381323,72.176591376,48.265609514,7.244841575622559
153,0.0306,0.992911332,2.63832494,0.957138239,78.35,95.714285714,98.678414097,65.503875969,80.693069307,76.17107943,57.735426009,87.891440501,87.159533074,59.54825462,69.871159564,7.3528594970703125
154,0.0308,0.996055672,2.620038379,0.965839429,78.2,97.448979592,98.502202643,74.903100775,83.267326733,84.114052953,36.322869955,91.231732777,82.782101167,73.716632444,53.518334985,7.272607803344727
155,0.031,0.999854851,2.617287396,0.99466814,76.9,92.142857143,97.885462555,56.782945736,90.792079208,71.079429735,54.260089686,88.72651357,81.225680934,56.570841889,74.826560951,7.211236953735352
156,0.0312,1.005318532,2.61829976,0.986397514,77.11,96.93877551,98.414096916,83.236434109,74.851485149,92.973523422,53.475336323,90.918580376,88.326848249,62.833675565,24.578790882,7.236400604248047
157,0.0314,1.006974914,2.645398775,1.018414247,74.64,92.346938776,97.709251101,49.127906977,80.792079208,87.474541752,39.798206278,90.709812109,68.677042802,77.926078029,57.383548067,7.250446319580078
158,0.0316,1.01076458,2.626390885,1.001606737,76.0,97.346938776,97.973568282,79.554263566,87.524752475,67.107942974,10.426008969,86.534446764,91.245136187,70.431211499,61.843409316,7.25922155380249
159,0.0318,1.012381983,2.639378427,0.997326894,75.37,95.510204082,98.942731278,78.488372093,83.366336634,75.356415479,53.475336323,90.083507307,90.175097276,35.318275154,47.076313181,7.184904098510742
160,0.032,1.019650851,2.68086423,0.984175338,77.53,98.87755102,98.237885463,84.786821705,79.108910891,85.539714868,44.730941704,85.594989562,85.019455253,58.932238193,48.364717542,7.1181559562683105
161,0.0322,1.023477576,2.658496867,1.018294979,73.58,98.673469388,98.766519824,77.61627907,88.613861386,83.910386965,22.085201794,85.386221294,82.490272374,67.248459959,22.993062438,7.153562545776367
162,0.0324,1.028521399,2.692309923,1.01130835,75.57,91.632653061,98.325991189,63.759689922,92.376237624,75.050916497,40.358744395,84.237995825,89.785992218,50.102669405,63.131813677,7.142752647399902
163,0.0326,1.032438449,2.655437155,1.014074464,78.07,96.428571429,98.678414097,78.294573643,84.158415842,73.319755601,42.600896861,83.402922756,83.754863813,66.119096509,67.39345887,7.094338893890381
164,0.0328,1.034281998,2.681690976,1.01418503,76.28,96.836734694,98.325991189,69.670542636,78.811881188,85.030549898,43.385650224,91.231732777,80.058365759,73.716632444,40.733399405,7.0832648277282715
165,0.033,1.039962039,2.704012821,0.998631335,77.23,96.428571429,98.59030837,83.042635659,85.841584158,65.580448065,35.313901345,93.215031315,87.840466926,44.455852156,74.033696729,7.078640460968018
166,0.0332,1.04308013,2.685055088,1.028675451,73.94,96.326530612,98.678414097,72.771317829,80.0,90.733197556,11.434977578,84.133611691,79.571984436,68.275154004,48.46382557,7.0055084228515625
167,0.0334,1.046072376,2.686147508,1.032031937,77.8,97.959183673,97.621145374,82.170542636,82.178217822,61.914460285,36.771300448,90.396659708,84.922178988,57.392197125,79.2864222,7.004441261291504
168,0.0336,1.05158426,2.705319776,1.031127987,78.63,96.632653061,97.533039648,82.170542636,80.99009901,40.631364562,60.201793722,91.127348643,87.062256809,64.887063655,79.980178394,7.064093112945557
169,0.0338,1.056310909,2.720233577,1.021621928,77.5,89.285714286,98.678414097,79.166666667,85.04950495,69.348268839,48.99103139,91.022964509,81.517509728,51.540041068,74.231912785,6.9848833084106445
170,0.034,1.058390665,2.683841219,1.049839187,79.02,94.285714286,98.414096916,70.251937984,78.217821782,75.254582485,57.286995516,89.665970772,82.101167315,70.328542094,70.168483647,6.974686145782471
171,0.0342,1.066274063,2.724720965,1.029490455,76.56,93.775510204,98.854625551,78.294573643,86.336633663,80.855397149,47.757847534,90.396659708,84.922178988,52.156057495,46.382556987,6.993617057800293
172,0.0344,1.069295188,2.734895753,1.03100568,76.01,96.93877551,98.766519824,80.813953488,89.207920792,42.260692464,33.856502242,89.561586639,84.241245136,51.12936345,84.836471754,6.960538864135742
173,0.0346,1.072968951,2.740150332,1.037758076,76.25,97.244897959,98.59030837,69.476744186,85.940594059,86.456211813,46.860986547,91.022964509,86.673151751,57.49486653,37.46283449,6.926431655883789
174,0.0348,1.07472682,2.72651679,1.093032994,74.61,94.183673469,98.149779736,71.220930233,93.861386139,72.403258656,56.502242152,81.21085595,77.918287938,33.162217659,61.843409316,6.889991760253906
175,0.035,1.08041258,2.762848683,1.035798435,76.73,94.795918367,98.766519824,70.058139535,87.128712871,70.16293279,40.246636771,91.649269311,86.089494163,56.878850103,64.915758176,6.902371406555176
176,0.0352,1.084293991,2.737682346,1.07347015,72.79,95.204081633,98.678414097,70.639534884,82.97029703,92.260692464,41.367713004,88.622129436,93.190661479,37.371663244,21.110009911,6.854620933532715
177,0.0354,1.090550589,2.773835551,1.055391681,75.08,95.306122449,99.118942731,62.30620155,85.247524752,62.932790224,41.255605381,93.215031315,84.046692607,50.308008214,70.564915758,6.862137317657471
178,0.0356,1.092609647,2.76211675,1.075964386,73.16,92.551020408,98.766519824,69.670542636,85.742574257,74.33808554,28.02690583,93.319415449,91.73151751,29.979466119,58.870168484,6.802696704864502
179,0.0358,1.097885945,2.767634933,1.084791487,70.28,94.387755102,99.030837004,68.604651163,81.98019802,93.890020367,32.511210762,91.440501044,83.365758755,47.330595483,3.666997027,6.793560028076172
180,0.036,1.100968028,2.740118709,1.10295324,71.24,92.142857143,99.030837004,80.329457364,86.633663366,80.753564155,44.506726457,84.029227557,88.13229572,39.32238193,10.802775025,6.7220354080200195
181,0.0362,1.105011976,2.749219362,1.08779823,75.55,96.020408163,98.59030837,69.573643411,86.831683168,90.020366599,26.233183857,88.308977035,86.575875486,55.23613963,50.346878097,6.745243549346924
182,0.0364,1.112092282,2.759658141,1.098124931,72.14,93.87755102,98.766519824,73.643410853,88.316831683,52.545824847,10.986547085,89.248434238,91.926070039,43.326488706,67.888999009,6.819045066833496
183,0.0366,1.11508066,2.779537787,1.107244009,71.5,94.897959184,98.766519824,62.596899225,89.207920792,96.232179226,56.502242152,76.722338205,85.79766537,21.663244353,27.254707631,6.7627668380737305
184,0.0368,1.122676661,2.775467414,1.108181776,74.81,96.326530612,98.678414097,67.441860465,90.495049505,57.33197556,39.461883408,91.231732777,85.408560311,42.094455852,72.348860258,6.722982883453369
185,0.037,1.126930724,2.793268062,1.108599021,75.91,95.408163265,98.59030837,80.910852713,83.168316832,75.356415479,22.869955157,89.352818372,82.879377432,75.256673511,47.274529237,6.692892074584961
186,0.0372,1.135433898,2.784642933,1.119901764,71.13,95.306122449,98.237885463,58.236434109,90.297029703,88.696537678,29.035874439,93.423799582,91.342412451,49.691991786,10.208126858,6.698383331298828
187,0.0374,1.145213226,2.800668419,1.121761981,73.41,95.306122449,98.766519824,68.217054264,89.207920792,53.564154786,19.955156951,93.528183716,77.431906615,48.973305955,80.079286422,6.698365688323975
188,0.0376,1.221925904,2.674980503,1.22091313,63.24,98.163265306,97.268722467,73.740310078,85.940594059,79.531568228,2.242152466,85.490605428,89.591439689,9.034907598,0.0,6.218591690063477
189,0.0378,1.222331483,2.702389572,1.197086226,67.86,92.857142857,98.502202643,65.988372093,79.207920792,74.032586558,8.071748879,93.423799582,75.291828794,9.753593429,70.763131814,6.235767364501953
190,0.038,1.224394605,2.677273023,1.233827015,63.15,84.081632653,98.942731278,67.73255814,81.485148515,83.095723014,14.910313901,81.315240084,81.420233463,0.924024641,26.957383548,6.248119831085205
191,0.0382,1.229021357,2.678464389,1.235301618,65.73,93.571428571,97.268722467,77.325581395,89.702970297,43.279022403,16.591928251,83.402922756,80.252918288,1.642710472,62.933597621,6.2219462394714355
192,0.0384,1.229566604,2.690664016,1.217810546,65.68,97.755102041,96.651982379,75.872093023,87.623762376,79.022403259,5.941704036,81.21085595,85.019455253,3.490759754,32.705649158,6.213915824890137
193,0.0386,1.23288022,2.686578301,1.228113794,62.58,93.163265306,98.502202643,64.631782946,86.732673267,68.940936864,4.820627803,82.150313152,88.424124514,20.533880903,6.739345887,6.164024353027344
194,0.0388,1.238482494,2.730697304,1.200204121,64.37,91.734693878,97.973568282,78.488372093,84.752475248,81.364562118,8.856502242,85.281837161,85.79766537,10.266940452,8.225966303,6.180925369262695
195,0.039,1.23970504,2.689529862,1.235086736,63.95,86.836734694,98.59030837,70.15503876,90.594059406,77.291242363,24.66367713,81.837160752,85.992217899,1.437371663,12.388503469,6.1411004066467285
196,0.0392,1.243052659,2.716226264,1.213414461,63.79,93.979591837,98.502202643,72.38372093,82.871287129,83.604887984,7.399103139,82.567849687,86.186770428,12.628336756,6.838453915,6.197753429412842
197,0.0394,1.244328985,2.70798584,1.34279644,55.94,86.428571429,98.414096916,51.065891473,83.663366337,52.138492872,7.286995516,66.701461378,94.747081712,6.981519507,0.0,6.064638137817383
198,0.0396,1.248622432,2.749600261,1.215101438,65.16,93.571428571,97.709251101,74.418604651,80.198019802,86.150712831,4.147982063,87.891440501,82.976653696,0.0,33.102081269,6.080419540405273
199,0.0398,1.252679515,2.725148642,1.241786269,63.56,94.183673469,98.325991189,63.275193798,87.821782178,63.034623218,4.596412556,83.507306889,90.272373541,7.49486653,31.318136769,6.085158348083496
200,0.04,1.256238601,2.740086715,1.234139977,63.01,95.918367347,98.502202643,55.329457364,85.841584158,79.124236253,18.273542601,90.083507307,88.715953307,0.0,8.919722498,6.04271936416626
201,0.0402,1.258976592,2.74422968,1.242218712,62.03,89.795918367,98.502202643,69.186046512,82.475247525,90.224032587,0.224215247,91.544885177,81.031128405,2.874743326,3.171456888,6.081854343414307
202,0.0404,1.261373228,2.748641534,1.236816045,64.62,93.775510204,97.885462555,70.15503876,86.03960396,80.346232179,14.125560538,88.72651357,85.116731518,20.431211499,0.0,6.018761157989502
203,0.0406,1.264159707,2.754779575,1.249102265,63.19,97.755102041,98.061674009,69.573643411,88.316831683,52.647657841,0.0,75.574112735,87.937743191,7.392197125,41.724479683,6.071826934814453
204,0.0408,1.266261682,2.751157467,1.246585018,64.58,93.979591837,97.885462555,74.612403101,63.762376238,77.698574338,19.394618834,84.655532359,85.505836576,18.069815195,20.812685828,6.050967693328857
205,0.041,1.271000983,2.740181361,1.255049168,61.99,95.612244898,98.325991189,58.139534884,84.95049505,89.613034623,6.278026906,88.517745303,86.964980545,1.026694045,0.0,5.999081134796143
206,0.0412,1.273038037,2.753520488,1.289993285,61.08,98.163265306,98.678414097,53.488372093,58.712871287,75.66191446,9.304932735,83.924843424,93.385214008,29.876796715,0.0,5.99168062210083
207,0.0414,1.276217742,2.749633641,1.256495092,65.07,97.959183673,98.854625551,65.503875969,86.138613861,82.484725051,4.820627803,79.958246347,78.015564202,7.084188912,38.553022795,6.038997650146484
208,0.0416,1.28103706,2.777782506,1.266357491,62.72,98.367346939,97.444933921,73.158914729,80.891089109,92.15885947,3.139013453,83.402922756,84.727626459,2.772073922,0.0,6.020795822143555
209,0.0418,1.283760076,2.76641984,1.273107635,62.45,89.489795918,98.942731278,55.620155039,79.702970297,84.725050916,12.219730942,94.154488518,75.0,2.874743326,22.200198216,5.996289253234863
210,0.042,1.286573226,2.761708671,1.26383709,62.83,96.836734694,98.061674009,80.135658915,81.782178218,76.680244399,0.224215247,81.732776618,85.992217899,5.23613963,9.415262636,5.981315612792969
211,0.0422,1.287606839,2.791697718,1.265854537,64.02,97.346938776,96.651982379,64.147286822,83.069306931,87.372708758,3.02690583,91.33611691,82.684824903,5.23613963,18.731417245,5.908309459686279
212,0.0424,1.294152186,2.801297148,1.274912609,64.87,95.408163265,99.207048458,61.337209302,65.544554455,81.771894094,0.67264574,90.918580376,82.879377432,9.54825462,50.148662042,5.9648003578186035
213,0.0426,1.295320561,2.789427841,1.292502026,63.09,90.102040816,98.854625551,52.228682171,73.564356436,96.33401222,15.022421525,88.517745303,78.696498054,24.229979466,4.85629336,5.907196044921875
214,0.0428,1.298160706,2.792981858,1.294241479,61.31,98.163265306,96.387665198,70.445736434,70.495049505,74.33808554,4.484304933,89.039665971,89.980544747,0.410677618,8.325074331,5.852153301239014
215,0.043,1.303046801,2.812593111,1.271463988,63.52,97.959183673,98.942731278,68.604651163,85.841584158,53.054989817,2.35426009,82.35908142,79.085603113,0.0,54.509415263,5.892314910888672
216,0.0432,1.303735955,2.786234039,1.289530163,65.21,93.469387755,98.678414097,53.003875969,73.465346535,75.152749491,0.0,91.231732777,87.159533074,42.50513347,27.155599604,5.915321350097656
217,0.0434,1.308716072,2.799815433,1.286619585,66.8,97.653061224,98.766519824,54.069767442,75.148514851,65.071283096,2.242152466,89.352818372,84.143968872,43.429158111,47.770069376,5.865978717803955
218,0.0436,1.312383882,2.830186096,1.297907818,61.2,86.93877551,99.118942731,44.186046512,66.336633663,86.863543788,34.192825112,90.918580376,87.256809339,8.829568789,0.495540139,5.840184688568115
219,0.0438,1.312289245,2.806860319,1.31308363,64.03,97.653061224,98.766519824,43.895348837,88.415841584,69.857433809,1.00896861,82.567849687,80.058365759,1.540041068,64.915758176,5.858100414276123
220,0.044,1.318113853,2.777848563,1.314438648,63.4,96.428571429,99.030837004,68.507751938,86.732673267,61.405295316,12.107623318,82.254697286,80.155642023,0.0,36.174430129,5.7664055824279785
221,0.0442,1.318358828,2.788537082,1.307755362,64.86,94.285714286,98.678414097,65.406976744,84.851485149,88.900203666,4.484304933,83.611691023,77.529182879,25.256673511,15.163528246,5.816075325012207
222,0.0444,1.326033721,2.83361209,1.299612547,62.02,92.448979592,99.030837004,46.608527132,81.584158416,81.059063136,13.340807175,87.265135699,85.700389105,0.0,23.290386521,5.8202362060546875
223,0.0446,1.325616114,2.818755529,1.304669196,63.31,98.265306122,98.502202643,55.135658915,87.524752475,88.594704684,4.260089686,88.72651357,80.155642023,5.544147844,15.956392468,5.793861389160156
224,0.0448,1.328983663,2.826694674,1.316433463,59.96,98.979591837,97.885462555,78.488372093,83.96039604,46.639511202,2.466367713,70.563674322,86.089494163,1.026694045,20.416253717,5.853124618530273
225,0.045,1.333758397,2.819056401,1.321274927,63.64,98.163265306,98.854625551,46.802325581,87.623762376,72.403258656,4.484304933,84.029227557,79.085603113,12.422997947,41.823587711,5.776861190795898
226,0.0452,1.335778958,2.825856279,1.318991524,65.42,93.87755102,98.766519824,77.228682171,74.851485149,74.643584521,4.035874439,83.298538622,77.821011673,1.540041068,56.095143707,5.709336280822754
227,0.0454,1.339392456,2.841116817,1.325013366,63.11,93.469387755,98.502202643,80.620155039,78.910891089,90.122199593,22.197309417,66.17954071,88.910505837,1.745379877,0.0,5.777776718139648
228,0.0456,1.342068957,2.825648599,1.347813775,64.64,97.040816327,97.533039648,59.496124031,79.504950495,75.254582485,6.614349776,92.693110647,75.0,15.605749487,37.661050545,5.707979202270508
229,0.0458,1.34605418,2.857454005,1.340254483,59.37,85.102040816,99.030837004,65.406976744,87.128712871,82.586558045,4.596412556,81.106471816,76.653696498,0.718685832,0.0,5.666568756103516
230,0.046,1.352769151,2.832510102,1.336152396,61.79,92.448979592,98.854625551,53.585271318,81.584158416,88.594704684,16.704035874,87.369519833,85.992217899,0.718685832,2.675916749,5.734629154205322
231,0.0462,1.353493567,2.8724192,1.322373645,61.65,97.244897959,98.942731278,66.569767442,71.584158416,93.788187373,0.0,74.321503132,84.338521401,18.377823409,0.0,5.673991680145264
232,0.0464,1.359365284,2.843193012,1.344043117,63.87,95.918367347,97.709251101,77.325581395,86.534653465,86.150712831,0.784753363,79.645093946,79.6692607,5.544147844,17.542120912,5.609429359436035
233,0.0466,1.359972848,2.836571773,1.3493582,61.26,95.204081633,98.854625551,56.395348837,84.059405941,34.419551935,15.470852018,88.517745303,88.326848249,4.414784394,36.174430129,5.680147171020508
234,0.0468,1.359836312,2.858376261,1.359676045,61.63,96.632653061,98.149779736,42.441860465,82.871287129,84.215885947,0.0,92.275574113,91.342412451,1.026694045,16.551040634,5.63761043548584
235,0.047,1.365575034,2.863775337,1.340730218,63.91,92.244897959,98.678414097,62.790697674,83.069306931,70.366598778,25.448430493,88.517745303,82.587548638,2.258726899,24.083250743,5.624192237854004
236,0.0472,1.370267488,2.867544453,1.366905489,60.51,97.244897959,99.030837004,64.341085271,71.98019802,88.187372709,1.569506726,66.17954071,88.910505837,15.708418891,0.198216056,5.660487651824951
237,0.0474,1.370373313,2.824915518,1.386911454,57.29,90.816326531,98.942731278,51.841085271,89.207920792,49.287169043,0.0,83.82045929,89.883268482,0.205338809,6.640237859,5.599977016448975
238,0.0476,1.376981933,2.911716232,1.328790573,62.37,92.857142857,98.854625551,56.879844961,89.603960396,62.423625255,1.569506726,88.517745303,84.53307393,0.0,36.57086224,5.5905022621154785
239,0.0478,1.379326639,2.857417883,1.374070933,65.19,96.428571429,98.237885463,48.546511628,68.217821782,77.698574338,4.035874439,91.022964509,63.424124514,52.772073922,42.814667988,5.668060302734375
240,0.048,1.38294434,2.882737797,1.362005931,60.3,89.183673469,98.854625551,58.624031008,88.415841584,81.6700611,0.224215247,80.688935282,87.548638132,0.0,5.847373637,5.592770576477051
241,0.0482,1.385928897,2.841609568,1.377453078,63.58,93.979591837,98.502202643,72.093023256,83.663366337,83.401221996,6.726457399,85.490605428,88.13229572,12.936344969,0.0,5.592456817626953
242,0.0484,1.387551141,2.866612281,1.412968684,61.77,87.142857143,93.656387665,40.697674419,89.306930693,51.83299389,15.358744395,92.275574113,86.673151751,0.0,51.238850347,5.580157279968262
243,0.0486,1.39199308,2.896080246,1.366562805,61.53,90.816326531,98.766519824,44.282945736,90.198019802,52.647657841,12.892376682,92.275574113,84.824902724,0.0,38.255698712,5.58615255355835
244,0.0488,1.395394052,2.888610964,1.366044115,62.79,95.510204082,98.678414097,53.682170543,85.940594059,84.928716904,1.457399103,84.446764092,81.906614786,10.061601643,20.317145689,5.550908088684082
245,0.049,1.398141992,2.893995481,1.369821972,65.25,95.306122449,98.678414097,67.635658915,77.326732673,86.965376782,0.0,82.045929019,88.13229572,45.790554415,0.0,5.524534225463867
246,0.0492,1.404713403,2.869467807,1.414294128,59.81,90.408163265,98.59030837,58.720930233,94.158415842,67.515274949,0.0,83.298538622,87.451361868,6.057494867,0.0,5.4643378257751465
247,0.0494,1.405152108,2.929166531,1.388333088,61.2,92.346938776,99.295154185,22.965116279,75.247524752,65.580448065,0.0,94.989561587,74.708171206,13.757700205,62.933597621,5.451937675476074
248,0.0496,1.410047507,2.882450915,1.396100968,64.69,94.591836735,98.502202643,58.430232558,87.524752475,63.849287169,8.071748879,88.100208768,74.416342412,4.722792608,57.779980178,5.458828449249268
249,0.0498,1.4124881,2.894065361,1.389940862,59.99,90.0,99.118942731,59.302325581,83.069306931,76.272912424,1.569506726,89.979123173,85.894941634,3.388090349,0.0,5.545313358306885
250,0.05,1.413583081,2.879897301,1.406056971,62.57,94.489795918,98.502202643,62.30620155,80.396039604,85.947046843,0.0,89.457202505,72.081712062,2.361396304,29.038652131,5.468923091888428
251,0.0502,1.418297889,2.894293726,1.402454299,62.07,95.510204082,98.766519824,47.286821705,91.485148515,84.215885947,4.484304933,89.248434238,70.719844358,0.0,28.64222002,5.440450191497803
252,0.0504,1.422669332,2.880964081,1.432374319,65.88,96.326530612,93.656387665,80.620155039,68.514851485,80.549898167,37.107623318,76.096033403,84.53307393,34.599589322,0.0,5.424172878265381
253,0.0506,1.424097012,2.862123151,1.463506505,56.9,76.326530612,98.59030837,52.325581395,14.554455446,67.515274949,55.044843049,95.407098121,84.435797665,3.490759754,16.451932607,5.385697841644287
254,0.0508,1.428838215,2.923198939,1.413975558,60.64,92.142857143,97.444933921,72.57751938,89.207920792,64.765784114,0.0,86.638830898,89.785992218,1.642710472,0.0,5.353424072265625
255,0.051,1.433927061,2.893120943,1.427959432,61.0,94.489795918,99.030837004,59.108527132,77.326732673,16.089613035,0.33632287,91.231732777,64.785992218,8.932238193,86.32309217,5.406700134277344
256,0.0512,1.435952086,2.903906774,1.420429323,60.78,96.224489796,98.942731278,69.476744186,80.099009901,93.788187373,0.112107623,75.052192067,82.19844358,0.0,0.0,5.370939254760742
257,0.0514,1.439234722,2.902099459,1.441382593,66.68,94.183673469,93.656387665,58.042635659,81.188118812,80.448065173,0.0,88.100208768,81.809338521,50.513347023,29.335976214,5.2791290283203125
258,0.0516,1.443604927,2.906458254,1.429991233,62.96,97.653061224,98.59030837,60.755813953,92.475247525,73.82892057,1.00896861,72.651356994,84.53307393,3.388090349,32.408325074,5.336212158203125
259,0.0518,1.447884778,2.915658676,1.431820409,61.7,89.081632653,99.030837004,37.887596899,84.455445545,86.863543788,0.67264574,89.561586639,79.6692607,20.739219713,18.9296333,5.291594982147217
260,0.052,1.45101295,2.922486156,1.443545938,58.75,97.448979592,99.295154185,45.15503876,72.574257426,85.234215886,0.0,66.910229645,85.60311284,24.229979466,0.0,5.314610481262207
261,0.0522,1.454460901,2.930241645,1.439189192,58.38,92.448979592,98.766519824,42.151162791,84.356435644,27.902240326,7.847533632,88.308977035,87.354085603,0.0,43.211100099,5.31422758102417
262,0.0524,1.456258964,2.944594447,1.42495613,59.19,96.12244898,99.383259912,36.627906977,81.584158416,60.081466395,2.466367713,86.221294363,81.614785992,2.258726899,34.489593657,5.244200706481934
263,0.0526,1.460111726,2.923261316,1.462213202,57.7,99.387755102,98.678414097,33.042635659,75.247524752,41.649694501,0.0,84.237995825,89.980544747,31.724845996,12.388503469,5.209143161773682
264,0.0528,1.464689655,2.979058225,1.463504898,55.26,99.591836735,98.854625551,54.457364341,77.920792079,64.867617108,0.0,56.36743215,87.743190661,0.0,0.0,5.258995532989502
265,0.053,1.474828116,2.951450808,1.445513242,57.82,93.06122449,99.030837004,48.255813953,78.514851485,71.792260692,0.0,87.056367432,88.13229572,1.026694045,0.0,5.2328009605407715
266,0.0532,1.472440096,2.923476164,1.456356367,63.36,96.12244898,97.709251101,71.996124031,86.534653465,79.32790224,3.139013453,81.732776618,82.003891051,0.0,23.290386521,5.249839782714844
267,0.0534,1.476162867,2.949333309,1.453807526,61.06,94.081632653,99.118942731,53.875968992,68.613861386,64.562118126,19.058295964,93.423799582,82.19844358,0.821355236,25.56987116,5.2874979972839355
268,0.0536,1.4853054,2.939271545,1.484578158,56.75,95.816326531,99.030837004,29.360465116,81.287128713,6.822810591,8.968609865,87.265135699,62.159533074,2.156057495,83.746283449,5.244548797607422
269,0.0538,1.484587317,2.957768263,1.453144354,62.41,96.632653061,98.854625551,60.07751938,78.01980198,60.794297352,6.502242152,87.265135699,80.447470817,0.0,44.202180377,5.246338367462158
270,0.054,1.485593356,2.916429076,1.474288294,62.28,97.755102041,99.030837004,56.007751938,90.495049505,68.3299389,0.0,80.06263048,77.723735409,0.513347023,40.832507433,5.199513912200928
271,0.0542,1.49240098,2.974499633,1.475157057,53.09,96.326530612,99.295154185,31.976744186,74.653465347,20.468431772,1.905829596,87.5782881,86.86770428,0.0,20.218037661,5.1609368324279785
272,0.0544,1.495025732,2.901623206,1.508520615,58.12,96.428571429,99.207048458,75.872093023,64.653465347,0.0,18.834080717,75.991649269,57.684824903,1.642710472,79.2864222,5.23245096206665
273,0.0546,1.497672092,2.906855052,1.511755515,60.55,92.346938776,97.444933921,80.910852713,77.425742574,14.66395112,29.596412556,62.839248434,88.910505837,21.047227926,29.53419227,5.1241536140441895
274,0.0548,1.501781769,2.928859632,1.488819895,61.52,97.653061224,99.030837004,74.612403101,70.297029703,80.142566191,0.224215247,78.60125261,85.214007782,8.41889117,9.018830525,5.115262985229492
275,0.055,1.508841383,2.904965412,1.520274422,60.11,95.0,98.854625551,61.918604651,82.673267327,71.894093686,30.044843049,53.444676409,85.116731518,5.852156057,6.541129832,5.133625030517578
276,0.0552,1.512000109,2.923244571,1.521117879,54.87,88.571428571,98.854625551,81.879844961,50.99009901,69.551934827,15.470852018,41.962421712,87.159533074,1.848049281,0.0,5.108775615692139
277,0.0554,1.514357011,2.989712221,1.472981101,60.04,97.653061224,99.207048458,64.728682171,81.782178218,72.912423625,0.0,80.793319415,78.404669261,0.821355236,12.190287413,5.043031215667725
278,0.0556,1.521838389,2.981762053,1.490732348,57.07,90.102040816,99.207048458,56.879844961,87.02970297,52.240325866,0.112107623,77.974947808,86.673151751,0.0,7.92864222,5.066143989562988
