,L2_strength,Train_Loss,Train_Reg_Loss,Test_Loss,Test_Accuracy,r0
303,0.0606,1.745505205,2.821219817,1.702138144,39.96,4.213196754455566
304,0.0608,1.749169799,2.794118078,1.734023188,37.99,4.145675182342529
305,0.061,1.750714677,2.805374017,1.717963528,38.7,4.1580634117126465
306,0.0612,1.752227677,2.804271819,1.74815378,37.57,4.146121025085449
307,0.0614,1.75569204,2.768289984,1.763959746,38.07,4.061012268066406
308,0.0616,1.759857288,2.806320021,1.722447158,38.3,4.121645450592041
309,0.0618,1.762183973,2.819685269,1.7277953,38.06,4.136620998382568
310,0.062,1.762829181,2.79521513,1.746009669,38.01,4.080604076385498
311,0.0622,1.770295802,2.801683316,1.750571423,37.83,4.072067737579346
312,0.0624,1.769882089,2.819178945,1.73642609,38.46,4.100688934326172
313,0.0626,1.771667529,2.797419528,1.749950133,37.87,4.047937393188477
314,0.0628,1.773468471,2.818646214,1.747619057,35.89,4.079577922821045
315,0.063,1.777093656,2.791349941,1.756651074,38.89,4.01239013671875
316,0.0632,1.776032157,2.816439832,1.7522277,39.15,4.057356834411621
317,0.0634,1.780761948,2.780103831,1.776268879,38.24,3.970198392868042
318,0.0636,1.782400469,2.780851372,1.779151799,38.34,3.9621784687042236
319,0.0638,1.786063546,2.807428912,1.765990748,38.72,4.001102924346924
320,0.064,1.789484235,2.812661664,1.779445206,37.98,3.998394727706909
321,0.0642,1.790476064,2.778120036,1.791627445,41.0,3.9222187995910645
322,0.0644,1.793251233,2.832075015,1.768660863,36.51,4.016321182250977
323,0.0646,1.794992945,2.786044252,1.78408745,36.73,3.916806221008301
324,0.0648,1.798729192,2.780871125,1.790193953,36.94,3.893139123916626
325,0.065,1.802745569,2.805474537,1.792310308,37.67,3.9276671409606934
326,0.0652,1.802815091,2.809338288,1.791149096,41.08,3.929041862487793
327,0.0654,1.808767371,2.794641298,1.786999125,38.15,3.8825900554656982
328,0.0656,1.813545561,2.819405575,1.782451469,39.18,3.9157660007476807
329,0.0658,1.813060277,2.796485936,1.80679558,35.8,3.8659658432006836
330,0.066,1.81412635,2.775684332,1.806351557,40.59,3.816943883895874
331,0.0662,1.81776502,2.77875028,1.814838461,38.56,3.810042142868042
332,0.0664,1.821067898,2.786610586,1.817734718,39.09,3.8133034706115723
333,0.0666,1.823222794,2.77613722,1.828331754,38.59,3.782587766647339
334,0.0668,1.829436769,2.809389079,1.816578673,37.17,3.830138683319092
335,0.067,1.827446752,2.768652487,1.833365502,36.25,3.7480380535125732
336,0.0672,1.830321936,2.791101416,1.81799005,35.83,3.781172275543213
337,0.0674,1.838038093,2.824218693,1.809323618,37.79,3.825150966644287
338,0.0676,1.837559642,2.804508424,1.825804748,38.89,3.782053232192993
339,0.0678,1.842967047,2.780959359,1.839203577,36.81,3.7194902896881104
340,0.068,1.846169359,2.814911451,1.815147207,37.98,3.7744176387786865
341,0.0682,1.850702751,2.794400972,1.833767227,42.96,3.719837188720703
342,0.0684,1.852107059,2.81825008,1.828217954,37.74,3.75830340385437
343,0.0686,1.855715985,2.80696828,1.86424108,37.9,3.7237930297851562
344,0.0688,1.857472823,2.772600364,1.85572902,35.8,3.647075891494751
345,0.069,1.861326622,2.785630875,1.861143412,37.23,3.660007953643799
346,0.0692,1.861797786,2.788759074,1.848278297,37.67,3.659958600997925
347,0.0694,1.866618531,2.794259647,1.860859818,39.49,3.6560401916503906
348,0.0696,1.868382112,2.748223841,1.879544666,39.82,3.555471181869507
349,0.0698,1.876087729,2.816097443,1.857234444,37.33,3.6697587966918945
350,0.07,1.879231383,2.801170308,1.86984594,37.64,3.6291310787200928
351,0.0702,1.881257459,2.779429777,1.883206573,38.09,3.576929807662964
352,0.0704,1.882051884,2.844194102,1.834979918,34.15,3.6968605518341064
353,0.0706,1.884365914,2.780920187,1.879074224,39.24,3.5635786056518555
354,0.0708,1.889624318,2.768674173,1.878722053,37.31,3.523643970489502
355,0.071,1.893700319,2.777475205,1.886458102,36.71,3.528111219406128
356,0.0712,1.896274835,2.780300512,1.901406448,36.98,3.5236518383026123
357,0.0714,1.899499977,2.767819772,1.888482678,38.88,3.487306594848633
358,0.0716,1.90709541,2.791842227,1.896989826,35.54,3.5152204036712646
